locus_tag	ftype	length_bp	gene	EC_number	COG	product
POOLPIDM_01162	CDS	507	sttH	3.5.2.19		Streptothricin hydrolase
POOLPIDM_01163	CDS	1905				hypothetical protein
POOLPIDM_01164	CDS	1002	aes_2	3.1.1.-		Acetyl esterase
POOLPIDM_01165	CDS	207				hypothetical protein
POOLPIDM_01166	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
POOLPIDM_01167	CDS	903		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
POOLPIDM_01168	CDS	1002	fldH	1.1.1.-		Phenyllactate dehydrogenase
POOLPIDM_01169	CDS	273				hypothetical protein
POOLPIDM_01170	CDS	798	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
POOLPIDM_01171	CDS	834				hypothetical protein
POOLPIDM_01172	CDS	858	manZ_5		COG3716	PTS system mannose-specific EIID component
POOLPIDM_01173	CDS	510	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
POOLPIDM_01174	CDS	402				hypothetical protein
POOLPIDM_01175	CDS	423				hypothetical protein
POOLPIDM_01176	CDS	444	manX_5	2.7.1.191		PTS system mannose-specific EIIAB component
POOLPIDM_01177	CDS	1086	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
POOLPIDM_01178	CDS	714	ppaX	3.6.1.1		Pyrophosphatase PpaX
POOLPIDM_01179	CDS	150				hypothetical protein
POOLPIDM_01180	CDS	201	cspL		COG1278	Cold shock protein 2
POOLPIDM_01181	CDS	99				hypothetical protein
POOLPIDM_01182	CDS	366				hypothetical protein
POOLPIDM_01183	CDS	246				hypothetical protein
POOLPIDM_01184	CDS	255				hypothetical protein
POOLPIDM_01185	CDS	306				hypothetical protein
POOLPIDM_01186	tRNA	76				tRNA-Met(cat)
POOLPIDM_01187	CDS	498				hypothetical protein
POOLPIDM_01188	CDS	810	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
POOLPIDM_01189	CDS	858	gspA_1		COG1442	General stress protein A
POOLPIDM_01190	CDS	903	gspA_2		COG1442	General stress protein A
POOLPIDM_01191	CDS	351				hypothetical protein
POOLPIDM_01192	CDS	939				hypothetical protein
POOLPIDM_01193	CDS	894	yghA	1.-.-.-		putative oxidoreductase YghA
POOLPIDM_01194	CDS	564				hypothetical protein
POOLPIDM_01195	CDS	189				hypothetical protein
POOLPIDM_01196	CDS	903				hypothetical protein
POOLPIDM_01197	CDS	243				hypothetical protein
POOLPIDM_01198	CDS	372				hypothetical protein
POOLPIDM_01199	CDS	228				hypothetical protein
POOLPIDM_01200	CDS	474				hypothetical protein
POOLPIDM_01201	CDS	174				hypothetical protein
POOLPIDM_01202	CDS	567				hypothetical protein
POOLPIDM_01203	CDS	189				hypothetical protein
POOLPIDM_01204	CDS	558				Stress response regulator gls24 
POOLPIDM_01205	CDS	243				hypothetical protein
POOLPIDM_01206	CDS	1296				ISL3 family transposase ISEfa11
POOLPIDM_01207	CDS	1215	amt			Ammonia channel
POOLPIDM_01208	CDS	1428	gadC_1		COG0531	Glutamate/gamma-aminobutyrate antiporter
POOLPIDM_01209	CDS	927	glsA	3.5.1.2	COG2066	Glutaminase
POOLPIDM_01210	CDS	1461				hypothetical protein
POOLPIDM_01211	CDS	1764	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
POOLPIDM_01212	CDS	357				hypothetical protein
POOLPIDM_01213	CDS	684	nanE_1	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
POOLPIDM_01214	CDS	615				hypothetical protein
POOLPIDM_01215	CDS	207				hypothetical protein
POOLPIDM_01216	CDS	1164	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
POOLPIDM_01217	CDS	756	msrR			Regulatory protein MsrR
POOLPIDM_01218	CDS	2040	pbp		COG0768	Beta-lactam-inducible penicillin-binding protein
POOLPIDM_01219	CDS	1152	napA			Na(+)/H(+) antiporter
POOLPIDM_01220	CDS	531				hypothetical protein
POOLPIDM_01221	CDS	351				hypothetical protein
POOLPIDM_01222	CDS	1530	ahpF	1.6.99.3		NADH dehydrogenase
POOLPIDM_01223	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
POOLPIDM_01224	CDS	663	rspR_1		COG1802	HTH-type transcriptional repressor RspR
POOLPIDM_01225	CDS	1647	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
POOLPIDM_01226	CDS	1083	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
POOLPIDM_01227	CDS	1554				hypothetical protein
POOLPIDM_01228	CDS	1290				hypothetical protein
POOLPIDM_01229	CDS	1038				hypothetical protein
POOLPIDM_01230	CDS	441	ohrR			Organic hydroperoxide resistance transcriptional regulator
POOLPIDM_01231	CDS	411	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
POOLPIDM_01232	CDS	435				hypothetical protein
POOLPIDM_01233	CDS	771				hypothetical protein
POOLPIDM_01234	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
POOLPIDM_01235	CDS	1260	mdxE		COG2182	Maltodextrin-binding protein MdxE
POOLPIDM_01236	CDS	1302				hypothetical protein
POOLPIDM_01237	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
POOLPIDM_01238	CDS	816				hypothetical protein
POOLPIDM_01239	CDS	1167	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
POOLPIDM_01240	CDS	648				hypothetical protein
POOLPIDM_01241	CDS	945	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
POOLPIDM_01242	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
POOLPIDM_01243	CDS	837	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
POOLPIDM_01244	CDS	660	yecS_2		COG0765	L-cystine transport system permease protein YecS
POOLPIDM_01245	CDS	690				hypothetical protein
POOLPIDM_01246	CDS	957				hypothetical protein
POOLPIDM_01247	CDS	513				hypothetical protein
POOLPIDM_01248	CDS	549	gmk_1	2.7.4.8	COG0194	Guanylate kinase
POOLPIDM_01249	CDS	1182	nupC		COG1972	Nucleoside permease NupC
POOLPIDM_01250	CDS	1509				hypothetical protein
POOLPIDM_01251	CDS	192				hypothetical protein
POOLPIDM_01252	CDS	918				hypothetical protein
POOLPIDM_01253	CDS	1074				hypothetical protein
POOLPIDM_01254	CDS	519				hypothetical protein
POOLPIDM_01255	CDS	393				hypothetical protein
POOLPIDM_01256	CDS	936				hypothetical protein
POOLPIDM_01257	CDS	780	ygaZ_1		COG1296	Inner membrane protein YgaZ
POOLPIDM_01258	CDS	318				hypothetical protein
POOLPIDM_01259	CDS	1611	murJ_1		COG2244	Lipid II flippase MurJ
POOLPIDM_01260	CDS	849	degV		COG1307	Protein DegV
POOLPIDM_01261	CDS	480				hypothetical protein
POOLPIDM_01262	CDS	2229				hypothetical protein
POOLPIDM_01263	CDS	1644	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
POOLPIDM_01264	CDS	546				hypothetical protein
POOLPIDM_01265	CDS	486	hmpT		COG4720	Thiamine precursor transporter HmpT
POOLPIDM_01266	CDS	813	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
POOLPIDM_01267	CDS	1542	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
POOLPIDM_01268	CDS	1032	xerC_8			Tyrosine recombinase XerC
POOLPIDM_01269	CDS	987	ysnF			Stress response protein YsnF
POOLPIDM_01270	CDS	1341	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
POOLPIDM_01271	CDS	675	mprA			Response regulator MprA
POOLPIDM_01272	CDS	1074			COG0577	putative ABC transporter permease
POOLPIDM_01273	CDS	687	hrtA_2	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
POOLPIDM_01274	CDS	648				hypothetical protein
POOLPIDM_01275	CDS	1392				hypothetical protein
POOLPIDM_01276	CDS	792				hypothetical protein
POOLPIDM_01277	CDS	2559				hypothetical protein
POOLPIDM_01278	CDS	1422				hypothetical protein
POOLPIDM_01279	CDS	1878				hypothetical protein
POOLPIDM_01280	CDS	843				hypothetical protein
POOLPIDM_01281	CDS	876	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
POOLPIDM_01282	CDS	1032	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
POOLPIDM_01283	CDS	306				hypothetical protein
POOLPIDM_01284	CDS	2016				hypothetical protein
POOLPIDM_01285	CDS	285				hypothetical protein
POOLPIDM_01286	CDS	1374	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
POOLPIDM_01287	CDS	2016				hypothetical protein
POOLPIDM_01288	CDS	1209				hypothetical protein
POOLPIDM_01289	CDS	945	rhaS_1			HTH-type transcriptional activator RhaS
POOLPIDM_01290	CDS	174				hypothetical protein
POOLPIDM_01291	CDS	945	ldh_1	1.1.1.27		L-lactate dehydrogenase
POOLPIDM_01292	CDS	399				hypothetical protein
POOLPIDM_01293	CDS	237				hypothetical protein
POOLPIDM_01294	CDS	318				hypothetical protein
POOLPIDM_01295	CDS	2229	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
POOLPIDM_01296	CDS	411				hypothetical protein
POOLPIDM_01297	CDS	1164	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
POOLPIDM_01298	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
POOLPIDM_01299	CDS	771	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
POOLPIDM_01300	CDS	882				hypothetical protein
POOLPIDM_01301	CDS	1050				hypothetical protein
POOLPIDM_01302	CDS	624				hypothetical protein
POOLPIDM_01303	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_01304	CDS	1707	rqcH		COG1293	Rqc2 RqcH
POOLPIDM_01305	CDS	903	hdfR_2			HTH-type transcriptional regulator HdfR
POOLPIDM_01306	CDS	705	cah	4.2.1.1	COG3338	Carbonic anhydrase
POOLPIDM_01307	CDS	642	yfbR	3.1.3.89		5'-deoxynucleotidase YfbR
POOLPIDM_01308	CDS	630	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
POOLPIDM_01309	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
POOLPIDM_01310	CDS	933	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
POOLPIDM_01311	CDS	354	pyrK_1		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
POOLPIDM_01312	CDS	447	pyrK_2		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
POOLPIDM_01313	CDS	3186	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
POOLPIDM_01314	CDS	1077	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
POOLPIDM_01315	CDS	1281	pyrC	3.5.2.3		Dihydroorotase
POOLPIDM_01316	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
POOLPIDM_01317	CDS	1284	pyrP			Uracil permease
POOLPIDM_01318	CDS	540	pyrR			Bifunctional protein pyrR
POOLPIDM_01319	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
POOLPIDM_01320	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
POOLPIDM_01321	CDS	699				hypothetical protein
POOLPIDM_01322	CDS	387				hypothetical protein
POOLPIDM_01323	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
POOLPIDM_01324	CDS	234				hypothetical protein
POOLPIDM_01325	CDS	432				hypothetical protein
POOLPIDM_01326	CDS	414	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
POOLPIDM_01327	CDS	1149	fieF			Ferrous-iron efflux pump FieF
POOLPIDM_01328	CDS	597	panT_2			Pantothenate transporter PanT
POOLPIDM_01329	CDS	2643	alaS	6.1.1.7		Alanine--tRNA ligase
POOLPIDM_01330	CDS	432		2.3.1.-		Acetyltransferase
POOLPIDM_01331	CDS	1350	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
POOLPIDM_01332	CDS	1164				hypothetical protein
POOLPIDM_01333	CDS	324				hypothetical protein
POOLPIDM_01334	CDS	1350	steT_2		COG0531	Serine/threonine exchanger SteT
POOLPIDM_01335	CDS	954				putative epimerase/dehydratase
POOLPIDM_01336	CDS	1191		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
POOLPIDM_01337	CDS	222				hypothetical protein
POOLPIDM_01338	CDS	684	yedJ		COG1418	putative protein YedJ
POOLPIDM_01339	CDS	1497	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
POOLPIDM_01340	CDS	1167	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
POOLPIDM_01341	CDS	420	gpsB			Cell cycle protein GpsB
POOLPIDM_01342	CDS	540				hypothetical protein
POOLPIDM_01343	CDS	648	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
POOLPIDM_01344	CDS	2382	ponA_2		COG0744	Penicillin-binding protein 1A
POOLPIDM_01345	CDS	1296				ISL3 family transposase ISEfa5
POOLPIDM_01346	CDS	498				hypothetical protein
POOLPIDM_01347	CDS	678	nth	4.2.99.18	COG0177	Endonuclease III
POOLPIDM_01348	CDS	699	dnaD		COG3935	DNA replication protein DnaD
POOLPIDM_01349	CDS	1185	tetA			Tetracycline resistance protein, class C
POOLPIDM_01350	CDS	444				hypothetical protein
POOLPIDM_01351	CDS	288				hypothetical protein
POOLPIDM_01352	CDS	1353	nox_2	1.6.99.3	COG0446	NADH oxidase
POOLPIDM_01353	CDS	447	perR		COG0735	Peroxide operon regulator
POOLPIDM_01354	CDS	927	cysK	2.5.1.47		Cysteine synthase
POOLPIDM_01355	CDS	888		3.2.1.-	COG1388	Autolysin
POOLPIDM_01356	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_01357	CDS	1998	tkt	2.2.1.1		Transketolase
POOLPIDM_01358	CDS	252				hypothetical protein
POOLPIDM_01359	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
POOLPIDM_01360	CDS	219				hypothetical protein
POOLPIDM_01361	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
POOLPIDM_01362	CDS	2298				hypothetical protein
POOLPIDM_01363	CDS	435				hypothetical protein
POOLPIDM_01364	CDS	789	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
POOLPIDM_01365	CDS	942	rnz	3.1.26.11	COG1234	Ribonuclease Z
POOLPIDM_01366	CDS	588				hypothetical protein
POOLPIDM_01367	CDS	1314	obg	3.6.5.-	COG0536	GTPase Obg
POOLPIDM_01368	CDS	1011	gap_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
POOLPIDM_01369	CDS	936	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
POOLPIDM_01370	CDS	960			COG2826	IS30 family transposase IS6770
POOLPIDM_01371	CDS	1095				hypothetical protein
POOLPIDM_01372	CDS	762				hypothetical protein
POOLPIDM_01373	CDS	441	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
POOLPIDM_01374	CDS	756	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
POOLPIDM_01375	CDS	1014	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
POOLPIDM_01376	CDS	921	ykuT		COG0668	putative MscS family protein YkuT
POOLPIDM_01377	CDS	501				hypothetical protein
POOLPIDM_01378	CDS	519				hypothetical protein
POOLPIDM_01379	CDS	1356	rph	2.7.7.56		Ribonuclease PH
POOLPIDM_01380	CDS	834	murI	5.1.1.3	COG0796	Glutamate racemase
POOLPIDM_01381	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
POOLPIDM_01382	CDS	648	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
POOLPIDM_01383	CDS	816	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
POOLPIDM_01384	CDS	738	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
POOLPIDM_01385	CDS	1011	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
POOLPIDM_01386	CDS	2421	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
POOLPIDM_01387	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
POOLPIDM_01388	CDS	342	yodB		COG1733	HTH-type transcriptional regulator YodB
POOLPIDM_01389	CDS	3723	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
POOLPIDM_01390	CDS	3528	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
POOLPIDM_01391	CDS	1296				ISL3 family transposase ISEfa11
POOLPIDM_01392	CDS	831	dtpT_1		COG3104	Di-/tripeptide transporter
POOLPIDM_01393	CDS	639	dtpT_2		COG3104	Di-/tripeptide transporter
POOLPIDM_01394	CDS	597				hypothetical protein
POOLPIDM_01395	CDS	483				hypothetical protein
POOLPIDM_01396	CDS	198				hypothetical protein
POOLPIDM_01397	CDS	759				hypothetical protein
POOLPIDM_01398	CDS	429				hypothetical protein
POOLPIDM_01399	tRNA	73				tRNA-Gln(ctg)
POOLPIDM_01400	CDS	372				hypothetical protein
POOLPIDM_01401	CDS	186				hypothetical protein
POOLPIDM_01402	CDS	189				hypothetical protein
POOLPIDM_01403	CDS	264				hypothetical protein
POOLPIDM_01404	CDS	258				hypothetical protein
POOLPIDM_01405	CDS	192				hypothetical protein
POOLPIDM_01406	CDS	321				hypothetical protein
POOLPIDM_01407	CDS	435				Putative universal stress protein
POOLPIDM_01408	CDS	639				hypothetical protein
POOLPIDM_01409	tRNA	86				tRNA-Leu(cag)
POOLPIDM_01410	CDS	501				hypothetical protein
POOLPIDM_01411	CDS	345				hypothetical protein
POOLPIDM_01412	CDS	939				hypothetical protein
POOLPIDM_01413	CDS	492				hypothetical protein
POOLPIDM_01414	CDS	2376	dinG_2	3.1.-.-		3'-5' exonuclease DinG
POOLPIDM_01415	CDS	627		3.-.-.-		putative metallo-hydrolase
POOLPIDM_01416	CDS	705	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
POOLPIDM_01417	CDS	834	uppP	3.6.1.27		Undecaprenyl-diphosphatase
POOLPIDM_01418	CDS	1929	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
POOLPIDM_01419	CDS	456				hypothetical protein
POOLPIDM_01420	CDS	270				hypothetical protein
POOLPIDM_01421	CDS	255	rpsT			30S ribosomal protein S20
POOLPIDM_01422	CDS	1047	yqeN		COG1466	putative protein YqeN
POOLPIDM_01423	CDS	2274	comEC		COG0658	ComE operon protein 3
POOLPIDM_01424	CDS	540	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
POOLPIDM_01425	CDS	219				hypothetical protein
POOLPIDM_01426	CDS	246				hypothetical protein
POOLPIDM_01427	CDS	618				hypothetical protein
POOLPIDM_01428	CDS	1044	ylbL		COG3480	putative protein YlbL
POOLPIDM_01429	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
POOLPIDM_01430	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
POOLPIDM_01431	CDS	339				hypothetical protein
POOLPIDM_01432	CDS	447				hypothetical protein
POOLPIDM_01433	CDS	1125				hypothetical protein
POOLPIDM_01434	CDS	3429	pycA	6.4.1.1		Pyruvate carboxylase
POOLPIDM_01435	CDS	1164	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
POOLPIDM_01436	CDS	303				hypothetical protein
POOLPIDM_01437	CDS	1773	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
POOLPIDM_01438	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA
POOLPIDM_01439	CDS	759	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
POOLPIDM_01440	CDS	276				hypothetical protein
POOLPIDM_01441	CDS	1407	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
POOLPIDM_01442	CDS	1644				hypothetical protein
POOLPIDM_01443	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
POOLPIDM_01444	CDS	1110	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
POOLPIDM_01445	CDS	1425	norG		COG1167	HTH-type transcriptional regulator NorG
POOLPIDM_01446	CDS	978	guaC	1.7.1.7	COG0516	GMP reductase
POOLPIDM_01447	CDS	1206	xylH		COG4214	Xylose transport system permease protein XylH
POOLPIDM_01448	CDS	1527	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
POOLPIDM_01449	CDS	1089	chvE		COG4213	Multiple sugar-binding periplasmic receptor ChvE
POOLPIDM_01450	CDS	1017	ytfQ			ABC transporter periplasmic-binding protein YtfQ
POOLPIDM_01451	CDS	1452				hypothetical protein
POOLPIDM_01452	CDS	1566	rhaR_3			HTH-type transcriptional activator RhaR
POOLPIDM_01453	CDS	915	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
POOLPIDM_01454	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
POOLPIDM_01455	CDS	1536	purH			Bifunctional purine biosynthesis protein PurH
POOLPIDM_01456	CDS	579	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
POOLPIDM_01457	CDS	1053	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
POOLPIDM_01458	CDS	1440	purF	2.4.2.14		Amidophosphoribosyltransferase
POOLPIDM_01459	CDS	2223	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
POOLPIDM_01460	CDS	672	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
POOLPIDM_01461	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
POOLPIDM_01462	CDS	729	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
POOLPIDM_01463	CDS	378				hypothetical protein
POOLPIDM_01464	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
POOLPIDM_01465	CDS	1125	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
POOLPIDM_01466	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
POOLPIDM_01467	CDS	1308				Nucleobase transporter PlUacP
POOLPIDM_01468	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
POOLPIDM_01469	CDS	1293	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
POOLPIDM_01470	CDS	624				hypothetical protein
POOLPIDM_01471	CDS	837	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
POOLPIDM_01472	CDS	888	lacF_4			Lactose transport system permease protein LacF
POOLPIDM_01473	CDS	1284	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
POOLPIDM_01474	CDS	684				hypothetical protein
POOLPIDM_01475	CDS	618	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
POOLPIDM_01476	CDS	825				hypothetical protein
POOLPIDM_01477	CDS	561				hypothetical protein
POOLPIDM_01478	CDS	948	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
POOLPIDM_01479	CDS	957				hypothetical protein
POOLPIDM_01480	CDS	603				hypothetical protein
POOLPIDM_01481	CDS	1500	yqiK		COG2268	Inner membrane protein YqiK
POOLPIDM_01482	CDS	525	yuaF			putative membrane protein YuaF
POOLPIDM_01483	CDS	873	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
POOLPIDM_01484	CDS	786	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
POOLPIDM_01485	CDS	717	dcuR		COG4565	Transcriptional regulatory protein DcuR
POOLPIDM_01486	CDS	1020	hgdH	1.1.1.399	COG1052	(R)-2-hydroxyglutarate dehydrogenase
POOLPIDM_01487	CDS	1059				hypothetical protein
POOLPIDM_01488	CDS	1149	agaA_1	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
POOLPIDM_01489	CDS	837				hypothetical protein
POOLPIDM_01490	CDS	1221	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
POOLPIDM_01491	CDS	162				hypothetical protein
POOLPIDM_01492	tRNA	85				tRNA-Leu(gag)
POOLPIDM_01493	CDS	579				hypothetical protein
POOLPIDM_01494	CDS	387				hypothetical protein
POOLPIDM_01495	CDS	1179				IS256 family transposase ISEf1
POOLPIDM_01496	CDS	327				hypothetical protein
POOLPIDM_01497	CDS	243	fosX		COG0346	Fosfomycin resistance protein FosX
